NTROQUEL	NOMBRE COMERCIAL	PRESENTACION	LABORATORIO	PVP	PSL
5622681	AMLODICORD 5	comp.ran.x 30	G‚minis Farmac‚	1633	817
5622682	AMLODICORD 5	comp.ran.x 60	G‚minis Farmac‚	4399	2200
5939711	ATORMAX 10	comp.rec.x 30	G‚minis Farmac‚	2117	1059
5939712	ATORMAX 10	comp.rec.x 60	G‚minis Farmac‚	6736	3368
5939841	ATORMAX 20	comp.rec.x 30	G‚minis Farmac‚	5429	2715
5939842	ATORMAX 20	comp.rec.x 60	G‚minis Farmac‚	6373	3187
6639131	ATORMAX 40	comp.rec.x 30	G‚minis Farmac‚	7861	3931
5973971	CARVICORD	12.5 mg comp.birran.x 30	G‚minis Farmac‚	869	435
5974001	CARVICORD	25 mg comp.ran.x 30	G‚minis Farmac‚	1454	727
5974131	CARVICORD	50 mg comp.ran.x 30	G‚minis Farmac‚	3584	1792
5973841	CARVICORD	6.25 mg comp.ran.x 30	G‚minis Farmac‚	1621	811
597397	CONALEND	12.5 mg comp.x 28	G‚minis Farmac‚	39	20
597400	CONALEND	25 mg comp.x 28	G‚minis Farmac‚	76	38
597371	CONALEND	3.125 mg comp.x 28	G‚minis Farmac‚	17	9
597413	CONALEND	50 mg comp.x 28	G‚minis Farmac‚	86	43
597384	CONALEND	6.25 mg comp.x 28	G‚minis Farmac‚	23	12
6218711	DOLONEUTIN	150 mg caps.x 30	G‚minis Farmac‚	3676	1838
6218391	DOLONEUTIN	25 mg caps.x 30	G‚minis Farmac‚	1103	552
6218971	DOLONEUTIN	300 mg caps.x 30	G‚minis Farmac‚	9448	4724
6218421	DOLONEUTIN	50 mg caps.x 30	G‚minis Farmac‚	2541	1271
6218551	DOLONEUTIN	75 mg caps.x 15	G‚minis Farmac‚	2609	1305
6218552	DOLONEUTIN	75 mg caps.x 30	G‚minis Farmac‚	2279	1140
2673372	DOXIUM	500 mg caps.x 30	G‚minis Farmac‚	3799	1900
2673373	DOXIUM	500 mg caps.x 60	G‚minis Farmac‚	11028	5514
4530351	EFLEVAR	500 mg comp.rec.x 28	G‚minis Farmac‚	123	62
4530353	EFLEVAR	500 mg comp.rec.x 30	G‚minis Farmac‚	9466	4733
4530352	EFLEVAR	500 mg comp.rec.x 56	G‚minis Farmac‚	235	118
4530354	EFLEVAR	500 mg comp.rec.x 60	G‚minis Farmac‚	11820	5910
5993421	FOLFIRIMOX	comp.x 30	G‚minis Farmac‚	3182	1591
5993422	FOLFIRIMOX	comp.x 60	G‚minis Farmac‚	6585	3293
532655	GEMISTATIN 10	10 mg comp.x 30	G‚minis Farmac‚	4076	2038
5326552	GEMISTATIN 10	10 mg comp.x 60	G‚minis Farmac‚	84	42
532668	GEMISTATIN 20	20 mg comp.x 30	G‚minis Farmac‚	4464	2232
5326682	GEMISTATIN 20	20 mg comp.x 60	G‚minis Farmac‚	164	82
9944909	IBOPROT	20 mg. x 14 comp.	G‚minis Farmac‚	39	20
9944911	IBOPROT	20 mg. x 28 comp.	G‚minis Farmac‚	58	29
9944912	IBOPROT	40 mg. x 14 comp.	G‚minis Farmac‚	45	23
9944913	IBOPROT	40 mg. x 28 comp.	G‚minis Farmac‚	133	67
5252081	IBP PANTO	20 mg comp.x 14	G‚minis Farmac‚	475	238
5252082	IBP PANTO	20 mg comp.x 28	G‚minis Farmac‚	1047	524
5252083	IBP PANTO	20 mg comp.x 30	G‚minis Farmac‚	505	253
5252131	IBP PANTO	40 mg comp.x 14	G‚minis Farmac‚	928	464
5252132	IBP PANTO	40 mg comp.x 28	G‚minis Farmac‚	1447	724
5252133	IBP PANTO	40 mg comp.x 30	G‚minis Farmac‚	965	483
5610551	LOREBIL 100	100 mg comp.rec.x 30	G‚minis Farmac‚	2291	1146
5610552	LOREBIL 100	100 mg comp.rec.x 60	G‚minis Farmac‚	6884	3442
5610421	LOREBIL 50	50 mg comp.rec.x 30	G‚minis Farmac‚	2024	1012
5610422	LOREBIL 50	50 mg comp.rec.x 60	G‚minis Farmac‚	2429	1215
3360751	MUDANTIL	comp.ran.x 10	G‚minis Farmac‚	14	7
3360752	MUDANTIL	comp.ran.x 30	G‚minis Farmac‚	31	16
6480261	MUDANTIL F	120 mg comp.x 10	G‚minis Farmac‚	1020	510
6480262	MUDANTIL F	120 mg comp.x 30	G‚minis Farmac‚	4887	2444
6480391	MUDANTIL F	180 mg comp.x 10	G‚minis Farmac‚	2416	1208
6480392	MUDANTIL F	180 mg comp.x 20	G‚minis Farmac‚	3425	1713
6480131	MUDANTIL F	60 mg comp.x 10	G‚minis Farmac‚	738	369
6480132	MUDANTIL F	60 mg comp.x 20	G‚minis Farmac‚	1721	861
577442	MUDANTIL L	comp.x 30	G‚minis Farmac‚	22	11
5145961	NADENEL	75 mg comp.rec.x 14	G‚minis Farmac‚	3413	1707
5145962	NADENEL	75 mg comp.rec.x 28	G‚minis Farmac‚	4167	2084
5145964	NADENEL	75 mg comp.rec.x 30	G‚minis Farmac‚	6717	3359
6017261	NIMIC 150	150 mg comp.x 1	G‚minis Farmac‚	837	419
6017262	NIMIC 150	150 mg comp.x 2	G‚minis Farmac‚	1911	956
6017263	NIMIC 150	150 mg comp.x 4	G‚minis Farmac‚	2851	1426
6017264	NIMIC 150	150 mg comp.x 8	G‚minis Farmac‚	4920	2460
5782391	OSEUM	150 mg comp.x 1	G‚minis Farmac‚	2266	1133
5782392	OSEUM	150 mg comp.x 2	G‚minis Farmac‚	3000	1500
5782393	OSEUM	150 mg comp.x 3	G‚minis Farmac‚	7327	3664
6461551	RODI RELAX	4 mg comp.x 10	G‚minis Farmac‚	902	451
6461552	RODI RELAX	4 mg comp.x 15	G‚minis Farmac‚	2101	1051
6461553	RODI RELAX	4 mg comp.x 30	G‚minis Farmac‚	1881	941
6561421	RODICOX 120	120 mg comp.rec.x 7	G‚minis Farmac‚	2251	1126
6561262	RODICOX 60	60 mg comp.rec.x 14	G‚minis Farmac‚	1197	599
6561261	RODICOX 60	60 mg comp.rec.x 28	G‚minis Farmac‚	4429	2215
6561391	RODICOX 90	90 mg comp.rec.x 14	G‚minis Farmac‚	1627	814
6561392	RODICOX 90	90 mg comp.rec.x 28	G‚minis Farmac‚	4336	2168
3362653	RODINAC 50	comp.rec.x 100	G‚minis Farmac‚	56	28
3362651	RODINAC 50	comp.rec.x 15	G‚minis Farmac‚	787	394
3362652	RODINAC 50	comp.rec.x 30	G‚minis Farmac‚	708	354
4649914	RODINAC 75	comp.x 10	G‚minis Farmac‚	1100	550
4649911	RODINAC 75	comp.x 15	G‚minis Farmac‚	1802	901
4649913	RODINAC 75	comp.x 20	G‚minis Farmac‚	1641	821
4649912	RODINAC 75	comp.x 30	G‚minis Farmac‚	3728	1864
6212974	RODINAC 75 K	comp.x 10	G‚minis Farmac‚	1523	762
6212971	RODINAC 75 K	comp.x 15	G‚minis Farmac‚	1477	739
6212972	RODINAC 75 K	comp.x 20	G‚minis Farmac‚	2479	1240
6212973	RODINAC 75 K	comp.x 30	G‚minis Farmac‚	1931	966
4632243	RODINAC B12	comp.x 10	G‚minis Farmac‚	1245	623
4632241	RODINAC B12	comp.x 15	G‚minis Farmac‚	1612	806
4632244	RODINAC B12	comp.x 20	G‚minis Farmac‚	2231	1116
4632242	RODINAC B12	comp.x 30	G‚minis Farmac‚	4993	2497
6174710	RODINAC B12 INY	iny.a.x 3	G‚minis Farmac‚	2998	1499
6174720	RODINAC B12 INY	iny.a.x 6	G‚minis Farmac‚	5721	2861
3362732	RODINAC BIOTIC	comp.rec.x 16	G‚minis Farmac‚	2609	1305
3362734	RODINAC BIOTIC	comp.rec.x 18	G‚minis Farmac‚	2266	1133
3362731	RODINAC BIOTIC	comp.rec.x 8	G‚minis Farmac‚	1329	665
3362733	RODINAC BIOTIC	comp.rec.x 9	G‚minis Farmac‚	1367	684
6283971	RODINAC CORT	comp.rec.x 15	G‚minis Farmac‚	3064	1532
6283972	RODINAC CORT	comp.rec.x 30	G‚minis Farmac‚	3327	1664
3361081	RODINAC FLEX	comp.x 15	G‚minis Farmac‚	1090	545
3361082	RODINAC FLEX	comp.x 30	G‚minis Farmac‚	1317	659
6325971	RODINAC FLEX K	comp.x 10	G‚minis Farmac‚	1278	639
6325972	RODINAC FLEX K	comp.x 15	G‚minis Farmac‚	1930	965
6325973	RODINAC FLEX K	comp.x 20	G‚minis Farmac‚	1160	580
6325974	RODINAC FLEX K	comp.x 30	G‚minis Farmac‚	2718	1359
4602701	RODINAC GESIC	comp.rec.x 10	G‚minis Farmac‚	518	259
4602703	RODINAC GESIC	comp.rec.x 15	G‚minis Farmac‚	45	23
4602704	RODINAC GESIC	comp.rec.x 20	G‚minis Farmac‚	1205	603
4602702	RODINAC GESIC	comp.rec.x 30	G‚minis Farmac‚	1660	830
6289391	RODINAC GESIC F	comp.rec.x 10	G‚minis Farmac‚	1181	591
6289392	RODINAC GESIC F	comp.rec.x 20	G‚minis Farmac‚	1333	667
6289393	RODINAC GESIC F	comp.rec.x 30	G‚minis Farmac‚	2685	1343
5424421	ROSUCOL	10 mg comp.x 28	G‚minis Farmac‚	2204	1102
5424422	ROSUCOL	10 mg comp.x 30	G‚minis Farmac‚	3392	1696
5424423	ROSUCOL	10 mg comp.x 60	G‚minis Farmac‚	6723	3362
5424551	ROSUCOL	20 mg comp.x 28	G‚minis Farmac‚	6211	3106
5424552	ROSUCOL	20 mg comp.x 30	G‚minis Farmac‚	4508	2254
5424553	ROSUCOL	20 mg comp.x 60	G‚minis Farmac‚	6165	3083
5424681	ROSUCOL	40 mg comp.x 30	G‚minis Farmac‚	11357	5679
6650001	ROSUCOL	5 mg comp.x 30	G‚minis Farmac‚	1171	586
6650002	ROSUCOL	5 mg comp.x 60	G‚minis Farmac‚	3421	1711
6693002	UNILEVO 500	500 mg comp.rec. x 14	G‚minis Farmac‚	1748	874
6693001	UNILEVO 500	500 mg comp.rec. x 7	G‚minis Farmac‚	1803	902
5968001	UNILEVO 750	750 mg comp.rec. x 5	G‚minis Farmac‚	1619	810
9943235	ABRAX	env.x 40 g	Pharmalab	67	34
9943237	CLYNGEL	fco.x 250 ml	Pharmalab	62	31
9931977	CONTROL ACNE	loc.cut nea x 60 ml	Pharmalab	32	16
9943236	NOVAHIDRAT	env.x 60 g	Pharmalab	26	13
4806241	ALLERGODIL	colirio x 6 ml	PharmaDorf	557	279
4806321	ALLERGODIL	spray nasal x 10 ml	PharmaDorf	297	149
5478681	AVANCEL	comp.rec.x 21	PharmaDorf	2663	1332
6335841	CERVILANE	comp.rec.x 100	PharmaDorf	5435	2718
6335842	CERVILANE	comp.rec.x 40	PharmaDorf	2105	1053
2818164	CERVILANE	grageas x 100	PharmaDorf	352	176
2818162	CERVILANE	grageas x 40	PharmaDorf	144	72
9935806	CICLOFOSFAMIDA DORF	1000 mg iny.f.a.x 1	PharmaDorf	0	0
5693131	CIPROFLOXACINA D DORF	sol.oft.x 5 ml	PharmaDorf	2328	1164
5419421	CIPROFLOXACINA DORF	sol.oft.x 5 ml	PharmaDorf	1742	871
5021631	DARIC	comp.x 30	PharmaDorf	2520	1260
5503711	DECALCIT	comp.x 30	PharmaDorf	68	34
5131281	DEXAMETASONA DORF	sol.oft.x 10 ml	PharmaDorf	1983	992
6043001	DIABEN P	15 mg comp.x 30	PharmaDorf	227	114
6043131	DIABEN P	30 mg comp.x 30	PharmaDorf	301	151
6043261	DIABEN P	45 mg comp.x 30	PharmaDorf	208	104
5790711	DIENOPIL	comp.x 21	PharmaDorf	9976	4988
5154341	DORZOLAMIDA T DORF	sol.oft.x 5 ml	PharmaDorf	2764	1382
6231261	DROLZEN	5 mg f.a.x 100 ml	PharmaDorf	87743	43872
5041111	EDICTUM 0.5 MG	comp.x 30	PharmaDorf	1772	886
5041113	EDICTUM 0.5 MG	comp.x 50	PharmaDorf	988	494
5041114	EDICTUM 0.5 MG	comp.x 60	PharmaDorf	1866	933
5041271	EDICTUM 2 MG	comp.x 30	PharmaDorf	1890	945
5041273	EDICTUM 2 MG	comp.x 50	PharmaDorf	807	404
5041274	EDICTUM 2 MG	comp.x 60	PharmaDorf	2765	1383
5556711	ELASTERIN	150 mg comp.rec.x 1	PharmaDorf	454	227
5556712	ELASTERIN	150 mg comp.rec.x 3	PharmaDorf	1155	578
5609421	ELASTERIN MAX	comp.rec.x 1 + comp.x 30	PharmaDorf	534	267
5496133	FOLINEMIC	1 mg comp.x 30	PharmaDorf	2026	1013
5496135	FOLINEMIC	1 mg comp.x 60	PharmaDorf	192	96
5496263	FOLINEMIC	5 mg comp.x 30	PharmaDorf	3436	1718
5496265	FOLINEMIC	5 mg comp.x 60	PharmaDorf	238	119
9953948	FREX CLEAN-T	Soluc.x 80 ml	PharmaDorf	1921	961
733382	GIARDIL	comp.x 30	PharmaDorf	220	110
1718932	GIARDIL	susp.x 250 ml	PharmaDorf	677	339
5158051	HIALUDORF	sol.oft.x 10 ml	PharmaDorf	1435	718
5158052	HIALUDORF	sol.oft.x 15 ml	PharmaDorf	786	393
5420131	HIALUDORF HD	sol.oft.x 10 ml	PharmaDorf	2993	1497
9951845	IRIX CLASICO	gts.x 15 ml	PharmaDorf	247	124
9951677	IRIX COLIRIO	colirio x 15 ml	PharmaDorf	772	386
9950199	IRIX LAGRIMAS	env.x 15 ml	PharmaDorf	1767	884
9934964	IRIX MULTIPROPOSITO	env.x 150 ml	PharmaDorf	65	33
9934965	IRIX MULTIPROPOSITO	env.x 300 ml	PharmaDorf	87	44
2159801	KARILE	10 mg comp.x 20	PharmaDorf	1873	937
2159981	KARILE	20 mg comp.x 20	PharmaDorf	1689	845
2502671	KARILE	40 mg comp.x 20	PharmaDorf	5083	2542
9957618	KARILE	40 mg comp.x 50	PharmaDorf	4712	2356
5741391	KEIM ALER	0.1% sol.oft.ester.x5 ml	PharmaDorf	4026	2013
5741392	KEIM ALER	0.1% sol.oft.ester.x6 ml	PharmaDorf	394	197
5460711	LAGRIMA DORF	sol.oft.x 10 ml	PharmaDorf	977	489
5460712	LAGRIMA DORF	sol.oft.x 15 ml	PharmaDorf	800	400
5165021	LATANOPROST DORF	50mcg/ml sol.oft.x 2.5ml	PharmaDorf	3930	1965
5165022	LATANOPROST DORF	50mcg/ml sol.oft.x 3 ml	PharmaDorf	482	241
5730391	LATIMODORF	gts.oft.x 2.5 ml	PharmaDorf	3197	1599
5730392	LATIMODORF	gts.oft.x 3 ml	PharmaDorf	195	98
5724132	LIRTODAC	125 mcg aer.x 120 dosis	PharmaDorf	2890	1445
5724131	LIRTODAC	125 mcg aer.x 60 dosis	PharmaDorf	93	47
5724262	LIRTODAC	250 mcg aer.x 120 dosis	PharmaDorf	1400	700
5724261	LIRTODAC	250 mcg aer.x 60 dosis	PharmaDorf	129	65
5737262	LIRTODAC PLUS	125/25mcg aer.x 120dosis	PharmaDorf	3344	1672
5737132	LIRTODAC PLUS	250/25mcg aer.x 120dosis	PharmaDorf	2755	1378
5431131	LIVIANNE	comp.rec.x 21	PharmaDorf	1390	695
5431132	LIVIANNE 28	comp.rec.x 28	PharmaDorf	3393	1697
5510551	LUMILAC	comp.rec.x 28	PharmaDorf	3741	1871
5477132	MAXIMA	comp.rec.x 28	PharmaDorf	3006	1503
5615261	MAXIMA MD	comp.rec.x 28	PharmaDorf	4674	2337
5615262	MAXIMA MD 24	comp.rec.x 24 + plac.x 4	PharmaDorf	4917	2459
3354991	MEMENTO NF	comp.rec.x 10	PharmaDorf	381	191
3354992	MEMENTO NF	comp.rec.x 20	PharmaDorf	1075	538
3418501	MICRANIL	comp.x 2	PharmaDorf	1172	586
3418502	MICRANIL	comp.x 4	PharmaDorf	4369	2185
6302263	MICRANIL	comp.x 6	PharmaDorf	11615	5808
3418681	MICRANIL	jga.prell.x 1 x 0.5 ml	PharmaDorf	7503	3752
9957562	MICRODACYN60	hydrogel x 120g	PharmaDorf	1078	539
9957155	MICRODACYN60	hydrogel x 240g	PharmaDorf	2430	1215
9957156	MICRODACYN60	sol. x120ml	PharmaDorf	1147	574
9957157	MICRODACYN60	sol. x240ml	PharmaDorf	1215	608
9940213	MOX 12 HS	220 mg comp.rec.x 10	PharmaDorf	42	21
4056221	MOX FORTE	comp.rec.x 10	PharmaDorf	1636	818
2165161	NEO KEF	comp.x 8	PharmaDorf	227	114
5425842	NORFEN	comp.x 28	PharmaDorf	1453	727
6063551	POSCLIM	150 mg comp.x 1	PharmaDorf	1707	854
6063553	POSCLIM	150 mg comp.x 3	PharmaDorf	4250	2125
654342	SEDACRIS	elixir x 120 ml	PharmaDorf	190	95
5302422	SEPTIGYN	ov.x 12	PharmaDorf	3117	1559
5302421	SEPTIGYN	ov.x 6	PharmaDorf	2288	1144
5145121	T+D+H DORF	sol.oft.x 5 ml	PharmaDorf	1283	642
5145122	T+D+H DORF	sol.oft.x 6 ml	PharmaDorf	125	63
5199971	TIMOLOL DORF	0.5% sol.oft.x 5 ml	PharmaDorf	2225	1113
5111901	TOBRAMICINA DORF	sol.oft.x 5 ml	PharmaDorf	147	74
4288061	TRITACE	10 mg comp.x 30	PharmaDorf	4054	2027
4288141	TRITACE	2.5 mg comp.x 30	PharmaDorf	3060	1530
4288142	TRITACE	2.5 mg comp.x 60	PharmaDorf	477	239
4287991	TRITACE	5 mg comp.x 30	PharmaDorf	4267	2134
5777131	TRITACE 10 HCT	10 mg comp.x 28	PharmaDorf	1299	650
4267191	TRITACE 5 HCT	5 mg comp.x 30	PharmaDorf	8398	4199
5474682	VENISSE	comp.rec.x 28	PharmaDorf	2558	1279
9932210	AGUA OXIGENADA FLORIDA	10 vol.env.x 100 ml	Drog.Florida	1	1
9932211	AGUA OXIGENADA FLORIDA	10 vol.env.x 250 ml	Drog.Florida	3	2
9932212	BICARBONATO DE SODIO FLORIDA	pote x 250 g	Drog.Florida	4	2
9932213	CLOROXILENOL FLORIDA	fco.x 130 ml	Drog.Florida	8	4
9932214	CLOROXILENOL FLORIDA	fco.x 270 ml	Drog.Florida	10	5
9932215	CLOROXILENOL FLORIDA	fco.x 550 ml	Drog.Florida	10	5
9932216	OLEO CALCAREO FLORIDA	fco.x 250 ml	Drog.Florida	2	1
9932217	OLEO CALCAREO FLORIDA	fco.x 500 ml	Drog.Florida	6	3
9932218	OLEO CALCAREO FLORIDA	fco.x 500 ml c/b.dosif.	Drog.Florida	10	5
9932219	OLEO CALCAREO FLORIDA	fco.x 930 ml	Drog.Florida	10	5
9932220	VASELINA LIQUIDA FLORIDA DENSA 180	env.x 250 ml	Drog.Florida	3	2
9932221	VASELINA LIQUIDA FLORIDA DENSA 180	env.x 500 ml	Drog.Florida	7	4
9932222	VASELINA SOLIDA FLORIDA	pote x 60 g	Drog.Florida	4	2
9932831	GHINIX	fco.x 120 ml	Pharmafem	12	6
9932230	LUBFEM	pomo x 60 g	Pharmafem	12	6
9932830	MAMASAN	pote x 55 g	Pharmafem	17	9
9904077	ACEITE ESMERALDA MOONE	linim.x 70 ml	Dicofar	414	207
9937985	BIODAL	pvo.c/perf.x 120 g	Dicofar	7	4
9937984	BIODAL	pvo.s/perf.x 120 g	Dicofar	19	10
9935882	DERMOCREME CORPORAL	emuls.d‚rmica x 100 g	Dicofar	32	16
9935883	DERMOCREME PROVIT	emuls.d‚rmica x 100 g	Dicofar	12	6
9935881	DERMOCREME VITAL	emuls.d‚rmica x 100 g	Dicofar	15	8
9932255	ITEDAL 500	comp.x 10	Dicofar	3	2
9932256	ITEDAL 500	comp.x 20	Dicofar	3	2
9932257	ITEDAL GRANULADO	sob.x 50 x 5 g c/u	Dicofar	1	1
9932253	ITEDAL PLUS	comp.x 10	Dicofar	3	2
9932254	ITEDAL PLUS	comp.x 20	Dicofar	7	4
9937321	NAPRO ITEDAL	220 mg comp.x 10	Dicofar	3	2
9933286	AMIZERAL	1.5 mg caps.x 28	Monte Verde	209	105
9933287	AMIZERAL	3 mg caps.x 28	Monte Verde	244	122
9933288	AMIZERAL	4.5 mg caps.x 28	Monte Verde	262	131
9933289	AMIZERAL	6 mg caps.x 28	Monte Verde	166	83
9934285	ARIPIPRAZOL MONTE VERDE	10 mg comp.x 15	Monte Verde	43	22
9934284	ARIPIPRAZOL MONTE VERDE	10 mg comp.x 30	Monte Verde	95	48
9934286	ARIPIPRAZOL MONTE VERDE	15 mg comp.x 15	Monte Verde	39	20
9934287	ARIPIPRAZOL MONTE VERDE	15 mg comp.x 30	Monte Verde	130	65
9934288	ARIPIPRAZOL MONTE VERDE	20 mg comp.x 15	Monte Verde	83	42
5150420	BALSALAZIDA MONTE VERDE	750 mg comp.x 100	Monte Verde	353	177
9933386	CABERGOLINA MONTE VERDE	0.5 mg comp.x 2	Monte Verde	61	31
9933387	CABERGOLINA MONTE VERDE	0.5 mg comp.x 8	Monte Verde	113	57
5087290	CERVICTAL	2.5 comp.x 30	Monte Verde	45	23
9932933	CILOSTAZOL MONTE VERDE	100 mg comp.x 20	Monte Verde	57	29
9932934	CILOSTAZOL MONTE VERDE	100 mg comp.x 40	Monte Verde	80	40
9932931	CILOSTAZOL MONTE VERDE	50 mg comp.x 20	Monte Verde	50	25
9932932	CILOSTAZOL MONTE VERDE	50 mg comp.x 40	Monte Verde	58	29
4653871	CLONAZEPAM MONTE VERDE	0.5 mg comp.x 30	Monte Verde	26	13
4653872	CLONAZEPAM MONTE VERDE	0.5 mg comp.x 50	Monte Verde	38	19
4653873	CLONAZEPAM MONTE VERDE	0.5 mg comp.x 60	Monte Verde	20	10
4653791	CLONAZEPAM MONTE VERDE	2 mg comp.x 30	Monte Verde	10	5
4653792	CLONAZEPAM MONTE VERDE	2 mg comp.x 50	Monte Verde	26	13
4653793	CLONAZEPAM MONTE VERDE	2 mg comp.x 60	Monte Verde	39	20
5354971	CUARCIC	comp.x 84	Monte Verde	12	6
9933922	DICLOFENAC MONTE VERDE	150mg comp.lib.prol.x 10	Monte Verde	46	23
9933923	DICLOFENAC MONTE VERDE	150mg comp.lib.prol.x 20	Monte Verde	58	29
9933744	GRANISETRON MONTE VERDE	1 mg comp.rec.x 2	Monte Verde	256	128
9933745	GRANISETRON MONTE VERDE	1 mg/1 ml sol.iny.x 1	Monte Verde	168	84
5235601	GRANISETRON MONTE VERDE	3 mg/3 ml sol.iny.x 1	Monte Verde	405	203
3566851	HIDROXIUREA ASOFARMA	500 mg caps.x 100	Monte Verde	213	107
4911421	LEVOFLOXACINA MONTE VERDE	250 mg comp.x 5	Monte Verde	22	11
9928524	LEVOFLOXACINA MONTE VERDE	500 mg comp.x 7	Monte Verde	39	20
5178001	LUCIUM	10 mg comp.x 30	Monte Verde	118	59
5178161	LUCIUM	20 mg caps.lib.prol.x 30	Monte Verde	209	105
9934082	LUDABINA	10 mg comp.rec.x 15	Monte Verde	2452	1226
9934083	LUDABINA	20 mg comp.rec.x 20	Monte Verde	3476	1738
9934084	LUDABINA	50 mg iny.liof.a.x 1	Monte Verde	1329	665
9934085	LUDABINA	50 mg iny.liof.a.x 5	Monte Verde	5755	2878
9933924	MOSAPRIDE MONTE VERDE	2.5 mg comp.rec.x 20	Monte Verde	20	10
9933925	MOSAPRIDE MONTE VERDE	5 mg comp.rec.x 20	Monte Verde	50	25
5256261	MUNOTRAS	250 mg caps.duras x 100	Monte Verde	426	213
5256471	MUNOTRAS	250 mg comp.rec.x 50	Monte Verde	379	190
5256311	MUNOTRAS	500 mg comp.rec.x 50	Monte Verde	401	201
5087550	NITAZOXANIDA MONTE VERDE	2 g/100 ml susp.x 60 ml	Monte Verde	35	18
5087412	NITAZOXANIDA MONTE VERDE	500 mg comp.rec.x 14	Monte Verde	65	33
5087413	NITAZOXANIDA MONTE VERDE	500 mg comp.rec.x 28	Monte Verde	115	58
5087411	NITAZOXANIDA MONTE VERDE	500 mg comp.rec.x 6	Monte Verde	24	12
5190381	PARACETAMOL RAFFO 1 G	pvo.sob.x 10	Monte Verde	5	3
9934325	PARXIUM	0.125 mg comp.x 30	Monte Verde	16	8
9934327	PARXIUM	0.25 mg comp.x 100	Monte Verde	84	42
9934326	PARXIUM	0.25 mg comp.x 30	Monte Verde	27	14
9934329	PARXIUM	1 mg comp.x 100	Monte Verde	709	355
9934328	PARXIUM	1 mg comp.x 30	Monte Verde	209	105
4242001	REFLUX	75 mg comp.x 30	Monte Verde	23	12
9934097	RILUZOL MONTE VERDE	50 mg comp.rec.x 60	Monte Verde	2087	1044
9935647	TESTOSTERONA MONTE VERDE	gel sachet x 30 x 2.5 g	Monte Verde	67	34
9935646	TESTOSTERONA MONTE VERDE	gel sachet x 30 x 5 g	Monte Verde	184	92
9940914	ZOLPLAT	100 mg comp.x 20	Monte Verde	49	25
5175102	ZOLPLAT	100 mg comp.x 40	Monte Verde	75	38
9940908	ZOLPLAT	50 mg comp.x 20	Monte Verde	52	26
5175052	ZOLPLAT	50 mg comp.x 40	Monte Verde	43	22
9932443	TINNA TOMEI	Contorn.ojos pote x 25ml	JTW Pharma	22	11
9932446	TINNA TOMEI	Desmaq.emuls.x 200 ml	JTW Pharma	18	9
9932445	TINNA TOMEI	Desmaq.leche x 200 ml	JTW Pharma	15	8
9932439	TINNA TOMEI	Enriq.hidrat.pote x 50ml	JTW Pharma	31	16
9932444	TINNA TOMEI	Exfoliante suave x 50 ml	JTW Pharma	32	16
9932441	TINNA TOMEI	Rostro pote x 50 ml	JTW Pharma	55	28
9932442	TINNA TOMEI	Rostro/Cuello pote x50ml	JTW Pharma	68	34
9932440	TINNA TOMEI	Suave hidrat.pote x 50ml	JTW Pharma	17	9
9932447	TINNA TOMEI	Tonificante loc.x 200 ml	JTW Pharma	12	6
9935907	VICAMI EFA's 350 POTENCIADO	blist.caps.x 10	Vicami	10	5
9934489	VICAMI EFA's 350 POTENCIADO	caps.x 60	Vicami	41	21
4403550	AESIM	250 mg comp.x 20	LAMSA-Frasca	10	5
5193541	THIPRASOLAN	0.25 mg comp.x 30	LAMSA-Frasca	4	2
5193542	THIPRASOLAN	0.25 mg comp.x 60	LAMSA-Frasca	10	5
3643812	THIPRASOLAN	0.5 mg comp.x 60	LAMSA-Frasca	17	9
3643992	THIPRASOLAN	1 mg comp.x 60	LAMSA-Frasca	24	12
5193612	THIPRASOLAN	2 mg comp.x 60	LAMSA-Frasca	43	22
9932857	AEROCAMARA AEROSPACER ADULTO	bi valvulada c/ m sc.x 1	Patejim	2913	1457
9932858	AEROCAMARA AEROSPACER ADULTO	c m.esp.c/pico bucal x 1	Patejim	4150	2075
9932859	AEROCAMARA AEROSPACER INFANTIL	bi valvulada c/ m sc.x 1	Patejim	6089	3045
9955935	AEROCAMARA AEROSPACER JUVENIL	bi valvulada c/ m sc.x 1	Patejim	4162	2081
9942290	AEROCAMARA AEROSPACER LACTANTE	bi valvulada c/ m sc.x 1	Patejim	6097	3049
9942291	AEROCAMARA AEROSPACER TRAQUEOTOMIA	c m.c/adapt.a traqueot.	Patejim	6732	3366
9955952	AEROSPACER PACK	aeroc m.infantil+estuche	Patejim	3431	1716
9942292	AEROSPACER PARA RESPIRADOR	masc.c/adapt.a respirad.	Patejim	53	27
3467011	IBUPROFENO VICROFER	400 mg comp.x 10	Vicrofer	4	2
3467012	IBUPROFENO VICROFER	400 mg comp.x 20	Vicrofer	16	8
9942004	ACHTUNG	tiras reactivas x 100	Betterlife SRL	426	213
9942002	ACHTUNG	tiras reactivas x 25	Betterlife SRL	80	40
9942003	ACHTUNG	tiras reactivas x 50	Betterlife SRL	151	76
9942005	ACHTUNG KIT	biosens.+digitopu.+tiras	Betterlife SRL	101	51
9943002	BETACHEK	tiras reac.x 50 (2f.x25)	Betterlife SRL	51	26
9939851	BETACHEK	tiras reactivas x 100	Betterlife SRL	134	67
9942153	BETACHEK G5	kit x 1	Betterlife SRL	146	73
9943001	BETACHEK G5	tiras reac.x100 (2f.x50)	Betterlife SRL	354	177
